purchase_date,Day_name,Month_name,day_of_month,day_classifiction,time_buckets,Number_of_sales,number_of_products,number_of_stores,revenue_per_day,spend_bucket,store_location,product_category,product_detail
2023-04-24,Mon,Apr,24,Weekday,02. Afternoon,1,1,1,3,01. Low Spend,Hell's Kitchen,Coffee,Espresso shot
2023-04-24,Mon,Apr,24,Weekday,02. Afternoon,2,1,1,12,01. Low Spend,Astoria,Coffee,Espresso shot
2023-04-24,Mon,Apr,24,Weekday,02. Afternoon,1,1,1,7.5,01. Low Spend,Lower Manhattan,Tea,Traditional Blend Chai Rg
2023-04-24,Mon,Apr,24,Weekday,02. Afternoon,2,1,1,7,01. Low Spend,Hell's Kitchen,Coffee,Ethiopia Lg
2023-04-24,Mon,Apr,24,Weekday,02. Afternoon,1,1,1,2.2,01. Low Spend,Astoria,Coffee,Brazilian Sm
2023-04-24,Mon,Apr,24,Weekday,02. Afternoon,2,1,1,9,01. Low Spend,Astoria,Tea,Peppermint Lg
2023-04-24,Mon,Apr,24,Weekday,02. Afternoon,1,1,1,3.25,01. Low Spend,Hell's Kitchen,Bakery,Cranberry Scone
2023-04-24,Mon,Apr,24,Weekday,02. Afternoon,1,1,1,15,01. Low Spend,Hell's Kitchen,Coffee beans,Columbian Medium Roast
2023-04-24,Mon,Apr,24,Weekday,02. Afternoon,1,1,1,3.5,01. Low Spend,Hell's Kitchen,Bakery,Chocolate Chip Biscotti
2023-04-24,Mon,Apr,24,Weekday,02. Afternoon,1,1,1,3.25,01. Low Spend,Astoria,Bakery,Hazelnut Biscotti
2023-04-24,Mon,Apr,24,Weekday,02. Afternoon,1,1,1,9.25,01. Low Spend,Lower Manhattan,Loose Tea,Serenity Green Tea
2023-04-24,Mon,Apr,24,Weekday,02. Afternoon,1,1,1,2.2,01. Low Spend,Lower Manhattan,Coffee,Brazilian Sm
2023-04-24,Mon,Apr,24,Weekday,02. Afternoon,1,1,1,3.25,01. Low Spend,Astoria,Bakery,Cranberry Scone
2023-04-24,Mon,Apr,24,Weekday,02. Afternoon,1,1,1,7.5,01. Low Spend,Hell's Kitchen,Coffee,Cappuccino
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,7.5,01. Low Spend,Astoria,Tea,Serenity Green Tea Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,7,01. Low Spend,Hell's Kitchen,Coffee,Ethiopia Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,4.5,01. Low Spend,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3.1,01. Low Spend,Hell's Kitchen,Coffee,Jamaican Coffee River Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,4,1,1,24.5,01. Low Spend,Astoria,Drinking Chocolate,Dark chocolate Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,5,01. Low Spend,Hell's Kitchen,Tea,Traditional Blend Chai Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,7.5,01. Low Spend,Lower Manhattan,Tea,Lemon Grass Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3,01. Low Spend,Lower Manhattan,Tea,Lemon Grass Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,10,01. Low Spend,Astoria,Tea,Lemon Grass Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,3,1,1,10.5,01. Low Spend,Astoria,Bakery,Chocolate Chip Biscotti
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3,01. Low Spend,Lower Manhattan,Tea,Serenity Green Tea Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,9,01. Low Spend,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,17,01. Low Spend,Lower Manhattan,Coffee,Latte Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,2.4000000000000004,01. Low Spend,Lower Manhattan,Flavours,Carmel syrup
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,9,01. Low Spend,Lower Manhattan,Coffee,Columbian Medium Roast Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,4.75,01. Low Spend,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,7.5,01. Low Spend,Astoria,Tea,Peppermint Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3,01. Low Spend,Astoria,Bakery,Oatmeal Scone
2023-04-24,Mon,Apr,24,Weekday,03. Evening,4,1,1,13.2,01. Low Spend,Astoria,Coffee,Brazilian Sm
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,11.25,01. Low Spend,Astoria,Coffee,Cappuccino
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,14,01. Low Spend,Hell's Kitchen,Coffee,Brazilian Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,7.5,01. Low Spend,Lower Manhattan,Coffee,Cappuccino
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,3.2,01. Low Spend,Lower Manhattan,Flavours,Sugar Free Vanilla syrup
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,10,01. Low Spend,Astoria,Tea,Traditional Blend Chai Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3.25,01. Low Spend,Hell's Kitchen,Bakery,Cranberry Scone
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,4.9,01. Low Spend,Hell's Kitchen,Coffee,Jamaican Coffee River Sm
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,9,01. Low Spend,Astoria,Drinking Chocolate,Dark chocolate Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,7.5,01. Low Spend,Astoria,Bakery,Almond Croissant
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,5,01. Low Spend,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,12,01. Low Spend,Lower Manhattan,Coffee,Espresso shot
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,9,01. Low Spend,Lower Manhattan,Tea,English Breakfast Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3.25,01. Low Spend,Lower Manhattan,Bakery,Cranberry Scone
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,5,01. Low Spend,Lower Manhattan,Tea,English Breakfast Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,4,01. Low Spend,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3.75,01. Low Spend,Lower Manhattan,Coffee,Jamaican Coffee River Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,3,1,1,22.5,01. Low Spend,Astoria,Coffee,Jamaican Coffee River Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,5.1,01. Low Spend,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,8,01. Low Spend,Hell's Kitchen,Tea,Morning Sunrise Chai Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,9.3,01. Low Spend,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,4.25,01. Low Spend,Astoria,Coffee,Cappuccino Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,7.5,01. Low Spend,Lower Manhattan,Coffee,Columbian Medium Roast Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,5,01. Low Spend,Astoria,Coffee,Our Old Time Diner Blend Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,4.4,01. Low Spend,Astoria,Coffee,Ethiopia Sm
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,6.5,01. Low Spend,Astoria,Bakery,Cranberry Scone
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3,01. Low Spend,Astoria,Tea,Traditional Blend Chai Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,9,01. Low Spend,Astoria,Coffee,Ethiopia Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,3,1,1,18.75,01. Low Spend,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,1.6,01. Low Spend,Lower Manhattan,Flavours,Hazelnut syrup
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3,01. Low Spend,Astoria,Tea,Earl Grey Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,9,01. Low Spend,Astoria,Coffee,Columbian Medium Roast Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,10,01. Low Spend,Astoria,Tea,English Breakfast Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,9.5,01. Low Spend,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,4,01. Low Spend,Lower Manhattan,Tea,Morning Sunrise Chai Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3.25,01. Low Spend,Lower Manhattan,Bakery,Hazelnut Biscotti
2023-04-24,Mon,Apr,24,Weekday,03. Evening,3,1,1,16,01. Low Spend,Astoria,Tea,Morning Sunrise Chai Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,2.5,01. Low Spend,Hell's Kitchen,Tea,Morning Sunrise Chai Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,10.5,01. Low Spend,Astoria,Coffee,Ethiopia Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,2.45,01. Low Spend,Astoria,Coffee,Jamaican Coffee River Sm
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3,01. Low Spend,Lower Manhattan,Tea,Traditional Blend Chai Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,6,01. Low Spend,Hell's Kitchen,Coffee,Columbian Medium Roast Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,5.1,01. Low Spend,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,5.1,01. Low Spend,Astoria,Tea,Spicy Eye Opener Chai Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,9,01. Low Spend,Lower Manhattan,Tea,Earl Grey Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,3,1,1,15.5,01. Low Spend,Astoria,Tea,Spicy Eye Opener Chai Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3.75,01. Low Spend,Hell's Kitchen,Bakery,Jumbo Savory Scone
2023-04-24,Mon,Apr,24,Weekday,03. Evening,3,1,1,12.5,01. Low Spend,Astoria,Tea,Morning Sunrise Chai Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,4,01. Low Spend,Astoria,Coffee,Columbian Medium Roast Sm
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,9,01. Low Spend,Hell's Kitchen,Tea,English Breakfast Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,3,1,1,15,01. Low Spend,Astoria,Coffee,Our Old Time Diner Blend Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,7.5,01. Low Spend,Hell's Kitchen,Coffee,Latte
2023-04-24,Mon,Apr,24,Weekday,03. Evening,2,1,1,9,01. Low Spend,Astoria,Tea,Peppermint Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,5,01. Low Spend,Hell's Kitchen,Tea,Peppermint Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3.25,01. Low Spend,Astoria,Bakery,Ginger Scone
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,8.5,01. Low Spend,Astoria,Coffee,Latte Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,6,01. Low Spend,Astoria,Tea,English Breakfast Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,6,01. Low Spend,Hell's Kitchen,Tea,Peppermint Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3.75,01. Low Spend,Astoria,Coffee,Latte
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,7.5,01. Low Spend,Hell's Kitchen,Coffee,Cappuccino
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,2.5,01. Low Spend,Astoria,Tea,Earl Grey Rg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,9.5,01. Low Spend,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,6,01. Low Spend,Hell's Kitchen,Tea,Traditional Blend Chai Lg
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,9.25,01. Low Spend,Hell's Kitchen,Loose Tea,Serenity Green Tea
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,2,01. Low Spend,Astoria,Coffee,Our Old Time Diner Blend Sm
2023-04-24,Mon,Apr,24,Weekday,03. Evening,1,1,1,3,01. Low Spend,Astoria,Tea,Serenity Green Tea Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,8,1,1,34.800000000000004,01. Low Spend,Lower Manhattan,Coffee,Ouro Brasileiro shot
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,27,01. Low Spend,Lower Manhattan,Tea,Traditional Blend Chai Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,9,01. Low Spend,Lower Manhattan,Coffee,Espresso shot
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,5.6,01. Low Spend,Lower Manhattan,Flavours,Sugar Free Vanilla syrup
2023-04-25,Tue,Apr,25,Weekday,01. Morning,7,1,1,37.400000000000006,01. Low Spend,Lower Manhattan,Coffee,Ethiopia Sm
2023-04-25,Tue,Apr,25,Weekday,01. Morning,1,1,1,2.5,01. Low Spend,Lower Manhattan,Tea,Peppermint Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,28,01. Low Spend,Lower Manhattan,Tea,Morning Sunrise Chai Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,2,1,1,12,01. Low Spend,Lower Manhattan,Tea,Serenity Green Tea Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,6,1,1,45,01. Low Spend,Lower Manhattan,Coffee,Latte
2023-04-25,Tue,Apr,25,Weekday,01. Morning,6,1,1,5.6,01. Low Spend,Lower Manhattan,Flavours,Carmel syrup
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,49.5,01. Low Spend,Lower Manhattan,Drinking Chocolate,Dark chocolate Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,15,01. Low Spend,Hell's Kitchen,Bakery,Chocolate Croissant
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,20,01. Low Spend,Lower Manhattan,Tea,Earl Grey Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,1,1,1,10,01. Low Spend,Lower Manhattan,Coffee beans,Guatemalan Sustainably Grown
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,18,01. Low Spend,Hell's Kitchen,Tea,Lemon Grass Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,11,1,1,55,02. Med Spend,Lower Manhattan,Tea,Serenity Green Tea Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,15.299999999999999,01. Low Spend,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,2,1,1,18.75,01. Low Spend,Lower Manhattan,Coffee,Jamaican Coffee River Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,22.050000000000004,01. Low Spend,Lower Manhattan,Coffee,Jamaican Coffee River Sm
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,21,01. Low Spend,Lower Manhattan,Tea,Lemon Grass Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,28,01. Low Spend,Lower Manhattan,Drinking Chocolate,Dark chocolate Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,20,01. Low Spend,Hell's Kitchen,Tea,Morning Sunrise Chai Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,7,1,1,37.5,01. Low Spend,Lower Manhattan,Coffee,Columbian Medium Roast Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,6,1,1,18,01. Low Spend,Lower Manhattan,Bakery,Oatmeal Scone
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,19.8,01. Low Spend,Hell's Kitchen,Coffee,Brazilian Sm
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,22.000000000000004,01. Low Spend,Lower Manhattan,Coffee,Brazilian Sm
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,10,01. Low Spend,Hell's Kitchen,Tea,Lemon Grass Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,2,1,1,12.75,01. Low Spend,Lower Manhattan,Coffee,Latte Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,4,01. Low Spend,Lower Manhattan,Flavours,Chocolate syrup
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,26.25,01. Low Spend,Lower Manhattan,Coffee,Cappuccino
2023-04-25,Tue,Apr,25,Weekday,01. Morning,1,1,1,8.95,01. Low Spend,Lower Manhattan,Loose Tea,English Breakfast
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,26.25,01. Low Spend,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,21,01. Low Spend,Hell's Kitchen,Coffee,Brazilian Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,17,01. Low Spend,Hell's Kitchen,Coffee,Cappuccino Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,2,1,1,4,01. Low Spend,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,18,01. Low Spend,Hell's Kitchen,Tea,Peppermint Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,14,01. Low Spend,Hell's Kitchen,Bakery,Ginger Biscotti
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,18.75,01. Low Spend,Hell's Kitchen,Coffee,Latte
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,10,01. Low Spend,Hell's Kitchen,Tea,English Breakfast Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,30,01. Low Spend,Hell's Kitchen,Coffee,Jamaican Coffee River Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,18,01. Low Spend,Astoria,Coffee,Columbian Medium Roast Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,15,01. Low Spend,Astoria,Tea,Earl Grey Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,18,01. Low Spend,Hell's Kitchen,Bakery,Scottish Cream Scone 
2023-04-25,Tue,Apr,25,Weekday,01. Morning,1,1,1,8.95,01. Low Spend,Hell's Kitchen,Loose Tea,Earl Grey
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,24.5,01. Low Spend,Lower Manhattan,Coffee,Brazilian Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,16,01. Low Spend,Astoria,Coffee,Columbian Medium Roast Sm
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,15,01. Low Spend,Astoria,Coffee,Espresso shot
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,15,01. Low Spend,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,6,1,1,22.5,01. Low Spend,Hell's Kitchen,Bakery,Jumbo Savory Scone
2023-04-25,Tue,Apr,25,Weekday,01. Morning,9,1,1,30.95,01. Low Spend,Lower Manhattan,Bakery,Ginger Scone
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,11.25,01. Low Spend,Lower Manhattan,Bakery,Jumbo Savory Scone
2023-04-25,Tue,Apr,25,Weekday,01. Morning,1,1,1,9.25,01. Low Spend,Lower Manhattan,Loose Tea,Serenity Green Tea
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,18,01. Low Spend,Lower Manhattan,Coffee,Brazilian Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,2,1,1,12,01. Low Spend,Astoria,Tea,Earl Grey Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,6.3999999999999995,01. Low Spend,Hell's Kitchen,Flavours,Hazelnut syrup
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,24,01. Low Spend,Hell's Kitchen,Coffee,Brazilian Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,17.5,01. Low Spend,Astoria,Coffee,Brazilian Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,9,1,1,45,01. Low Spend,Hell's Kitchen,Coffee,Cappuccino
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,22.5,01. Low Spend,Astoria,Coffee,Latte
2023-04-25,Tue,Apr,25,Weekday,01. Morning,2,1,1,7.5,01. Low Spend,Astoria,Bakery,Almond Croissant
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,10.5,01. Low Spend,Astoria,Drinking Chocolate,Dark chocolate Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,12.6,01. Low Spend,Hell's Kitchen,Coffee,Ouro Brasileiro shot
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,19.5,01. Low Spend,Hell's Kitchen,Bakery,Ginger Scone
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,15,01. Low Spend,Hell's Kitchen,Tea,Serenity Green Tea Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,9,01. Low Spend,Astoria,Tea,English Breakfast Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,1,1,1,3.5,01. Low Spend,Astoria,Bakery,Chocolate Chip Biscotti
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,17.5,01. Low Spend,Astoria,Tea,Peppermint Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,15.299999999999999,01. Low Spend,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,17.5,01. Low Spend,Hell's Kitchen,Drinking Chocolate,Dark chocolate Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,2,1,1,7,01. Low Spend,Hell's Kitchen,Bakery,Chocolate Chip Biscotti
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,26.25,01. Low Spend,Astoria,Coffee,Cappuccino
2023-04-25,Tue,Apr,25,Weekday,01. Morning,1,1,1,8.5,01. Low Spend,Astoria,Coffee,Cappuccino Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,7,1,1,48,01. Low Spend,Lower Manhattan,Tea,Peppermint Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,36,01. Low Spend,Lower Manhattan,Coffee,Ethiopia Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,2,1,1,7.5,01. Low Spend,Lower Manhattan,Bakery,Almond Croissant
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,11.25,01. Low Spend,Lower Manhattan,Bakery,Chocolate Croissant
2023-04-25,Tue,Apr,25,Weekday,01. Morning,2,1,1,40.9,01. Low Spend,Lower Manhattan,Coffee beans,Primo Espresso Roast
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,12,01. Low Spend,Astoria,Tea,Lemon Grass Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,16.25,01. Low Spend,Hell's Kitchen,Bakery,Hazelnut Biscotti
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,4.8,01. Low Spend,Lower Manhattan,Flavours,Hazelnut syrup
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,17.5,01. Low Spend,Hell's Kitchen,Coffee,Ethiopia Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,2,1,1,7,01. Low Spend,Lower Manhattan,Bakery,Croissant
2023-04-25,Tue,Apr,25,Weekday,01. Morning,2,1,1,7.5,01. Low Spend,Hell's Kitchen,Bakery,Almond Croissant
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,18,01. Low Spend,Hell's Kitchen,Coffee,Espresso shot
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,21.25,01. Low Spend,Hell's Kitchen,Coffee,Latte Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,5,1,1,30,01. Low Spend,Astoria,Coffee,Ethiopia Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,6,1,1,22,01. Low Spend,Astoria,Coffee,Ethiopia Sm
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,10,01. Low Spend,Astoria,Coffee,Columbian Medium Roast Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,6,1,1,35,01. Low Spend,Lower Manhattan,Tea,Morning Sunrise Chai Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,21,01. Low Spend,Hell's Kitchen,Tea,Traditional Blend Chai Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,1,1,1,2.5,01. Low Spend,Hell's Kitchen,Coffee,Columbian Medium Roast Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,4,1,1,17.5,01. Low Spend,Astoria,Tea,English Breakfast Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,15,01. Low Spend,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,2,1,1,6,01. Low Spend,Hell's Kitchen,Coffee,Ethiopia Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,15.5,01. Low Spend,Astoria,Coffee,Jamaican Coffee River Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,9,01. Low Spend,Astoria,Bakery,Oatmeal Scone
2023-04-25,Tue,Apr,25,Weekday,01. Morning,1,1,1,9,01. Low Spend,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,2,1,1,12,01. Low Spend,Astoria,Tea,Serenity Green Tea Lg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,12.5,01. Low Spend,Lower Manhattan,Tea,Lemon Grass Rg
2023-04-25,Tue,Apr,25,Weekday,01. Morning,1,1,1,2.45,01. Low Spend,Hell's Kitchen,Coffee,Jamaican Coffee River Sm
2023-04-25,Tue,Apr,25,Weekday,01. Morning,3,1,1,18,01. Low Spend,Astoria,Drinking Chocolate,Dark chocolate Lg
